ZdAId,ZdCId
45190,473202
58612,482888
58614,73880
45263,71564
58564,70878
58768,74005
486213,72447
45485,71534
58966,74083
44297,65618
425369,425370
44835,72637
53148,70888
53149,483401
43716,66209
473716,70636
42556,72576
52081,72680
42648,72116
462836,74368
51655,73057
51659,73022
483661,483666
46060,72104
54152,66697
54177,66524
488559,73692
488553,73693
477556,477557
47000,64013
59022,74117
48624,63824
48609,63968
48565,64146
48562,64177
48560,64212
48596,64019
48592,64069
46705,412657
57661,426209
57669,63744
57802,63918
42222,63943
42382,417424
42784,63888
52135,63970
49098,63903
49551,63900
49550,63914
49548,63962
479367,479368
49099,63932
488452,67613
57084,62151
52138,61755
51833,62306
51956,61716
51823,62452
51868,62240
51805,62246
51850,62279
51943,61928
44570,67778
51908,61766
44499,61703
51890,61717
425527,61652
44129,62150
51918,62218
51867,62345
52391,62282
51892,61768
51929,61615
51878,61589
51818,62296
52141,67427
45081,61568
425246,62142
51864,62305
415703,415704
51887,61724
51807,62234
473522,67177
46935,65547
473203,71370
43460,61881
473161,66654
44803,64664
50132,64885
50158,64971
47544,65218
53762,64543
50167,65049
53825,64507
51164,64714
47369,70752
43155,65048
43303,483238
462357,71016
43328,64259
42895,64808
473452,61976
492086,61987
55164,67501
491148,491299
45791,62013
55233,61919
55581,61862
55530,61945
43659,62212
55616,61890
55633,61995
53527,62316
50156,65391
50134,64855
44271,70708
485764,485765
53637,422245
488687,488688
55860,68401
494497,67882
47649,64982
473180,65752
54158,66014
54157,65739
54182,66261
473558,64918
473395,66335
473496,72225
49054,65588
49018,422319
474082,412697
43512,66936
49655,66904
473225,71410
426845,426846
426831,426832
42745,64979
50986,64775
50989,65026
47777,64183
47769,70687
48999,65041
46638,64844
46626,64582
44128,64934
44102,70759
46880,483242
44166,70743
44290,65005
44486,64576
44621,64579
44682,64570
43450,70834
43439,64577
43406,487071
42365,65059
44933,64658
54608,65209
54626,64939
54627,64974
52165,64553
54749,64526
42760,64665
42982,69525
50071,65134
50084,65228
51640,64963
51643,65015
51682,67160
424283,424284
47586,480005
48981,66527
47581,66934
413631,413632
42342,63568
42587,71264
45440,71347
46636,64622
46631,426072
45768,492887
473404,61410
54729,64437
55787,68501
492844,68594
58051,72901
44666,72898
58557,73835
43673,73002
53065,72975
58018,72920
58046,72924
58040,72950
43683,72948
58035,72880
44549,72945
58020,72923
43848,72893
58064,72872
419137,419138
58039,72935
53012,72989
58063,72968
58012,72882
58008,73902
57994,72885
58019,72878
52957,72965
43040,72899
58021,72944
42819,72981
42666,72903
57999,72889
58444,73769
42187,72974
42481,461920
42474,72927
42327,72919
59026,74119
54999,60032
46829,60606
492775,73667
48733,60696
56696,60527
44667,63279
44238,61019
42827,63059
52787,62937
42233,485921
43244,65931
54104,65044
56661,65113
56662,65165
46945,66273
473370,65326
53229,64627
42160,65147
59153,74223
492735,492739
50691,72410
50692,72415
46346,72791
426398,72791
462828,72796
462821,72414
46872,64423
44819,479068
50034,59453
50047,59494
480236,480237
485623,485624
485702,485903
463353,71697
52986,60850
48430,60964
48277,60793
53452,62347
53556,62304
53578,62462
42551,71347
47010,63175
49240,67416
42921,62447
44393,67468
58820,492631
48341,60469
48328,60141
48324,60212
48444,60130
48442,60102
48439,60068
48437,63061
58431,73737
58435,73740
44093,60781
426987,73626
52984,60228
48122,60020
48118,60260
48226,60798
48221,60728
48208,60297
48203,60321
48292,60834
48280,60663
48274,60874
49866,60487
48526,60678
492613,492611
492604,492605
492575,60792
44655,60350
49883,60385
49879,60458
48514,60710
44021,60301
45750,60493
44779,60789
44760,60054
44710,60083
47571,66540
48876,481083
473538,66452
47559,66065
48889,65750
486235,486362
48913,65489
59352,60072
415087,64830
417681,417682
416453,416454
415138,415139
417700,417701
57183,65565
44015,65491
57577,65009
44235,462241
46957,423365
58920,426166
54100,65112
54070,65948
56952,66041
56968,65761
53273,66831
53240,66673
52068,64759
484068,484132
487953,487954
53947,478933
53965,64788
53990,65579
44429,70639
50242,71960
52096,420665
486906,486939
43949,64267
48649,63479
53716,64086
45988,69961
51381,66793
488581,66874
51525,66691
44080,66727
51452,66819
51439,66976
51425,66952
51396,66715
58221,66764
482423,482493
486666,486690
45991,69942
51549,70494
46022,69712
43558,64414
44928,73845
58234,70477
54510,65153
54516,65324
54526,65415
54532,65386
54507,65232
51528,66713
55688,61720
52297,60952
57443,61602
51916,62043
47188,67813
57816,63535
48412,60872
473368,63893
48355,59893
53309,60231
45866,73681
48303,63084
55755,61651
57023,61736
55728,61618
45772,426239
55677,61520
44026,61799
47127,61474
55712,61657
55708,61570
55700,61770
415769,492096
56077,61502
56076,61498
55720,61452
56110,61449
47129,61463
44354,61395
56057,61512
56060,61366
56053,61306
56011,61396
56047,61400
56108,61446
56045,61427
56041,61455
56040,61614
56097,61097
473078,61412
56073,61460
56031,61347
56033,61351
56020,61580
426532,426533
56092,61282
56109,61466
43325,62248
42929,62556
44949,62921
42892,60815
48055,62766
473537,411330
473605,61450
473502,61826
473515,66659
473422,72148
473600,63454
463440,71320
473660,71138
51405,66903
49956,61244
49974,61152
49980,61444
49958,61300
47638,64843
47621,65050
47613,479866
44659,64979
43362,65104
42324,65135
42558,64618
43950,65411
53794,64666
53752,64636
53760,64611
53821,64419
53840,64676
53810,64645
51363,64887
50086,64965
50157,64962
50164,64882
50116,65340
50117,65294
50131,64869
50137,64804
50145,64842
51633,64926
49975,61191
44663,480350
49977,61256
49967,59393
49965,59395
49963,61154
45683,71267
45675,482793
462837,71055
53404,69262
52392,62254
43413,63085
48941,65818
45627,71838
45272,71011
48885,66091
474362,66023
486779,486805
486804,73438
45023,412652
57840,63711
44904,63933
57869,63348
57823,63457
57826,63564
57790,63614
57928,63486
57929,63470
57801,63852
57787,63845
57810,63651
43689,63202
57797,63569
57796,63567
58509,416061
57794,63544
43563,63934
57877,63243
57836,63496
57763,63631
57736,63483
57886,63595
57878,63232
57844,63501
57862,63171
57861,63162
57903,63453
57841,63734
57831,63790
57271,71810
48957,66401
54475,65819
44024,67934
486671,486689
486138,64134
49120,64093
49118,64158
49155,64038
49113,64102
49123,63830
42492,416072
47198,68067
47189,67813
47203,67924
427132,427133
47483,68536
58114,67751
44136,67776
44378,68317
42355,68558
43610,68490
44941,68062
53290,67508
43993,67973
52629,68669
52744,68795
49299,67899
49280,67953
49262,67692
49368,67902
49329,68539
49326,68303
49430,68634
49419,68043
49416,67995
49491,67907
49485,67697
49481,67990
49478,67829
49477,67770
49475,67824
49469,68255
49466,68189
49462,68079
49458,67952
49450,67821
49444,68221
49546,67980
49542,67854
49523,67843
49509,68310
427326,426665
46237,73546
46712,73479
46711,73479
57404,72737
44122,72717
46757,72743
58686,72690
427775,427777
56745,72772
46146,72658
46143,72657
57686,63472
43402,63506
42293,63560
57687,63475
48404,60925
52917,63205
52919,63125
48648,63553
52540,68814
486146,63080
42560,73647
45535,71543
52921,63211
485890,485919
52907,63155
42870,70774
45573,485871
45582,71463
52808,62613
485860,63175
462470,462471
45964,70121
58482,69856
52113,65483
52874,62934
48107,60957
48109,59649
48116,59613
427492,415478
48128,59622
48140,59557
48144,59506
48160,59584
48163,59513
44205,59562
48181,59536
47116,59547
44876,59592
48194,483394
47077,480718
48358,62684
48359,62706
48360,62767
48363,62697
48245,60848
48251,59500
48261,59588
48371,59849
48375,59725
48379,59799
48267,59624
48384,59720
48385,59723
48394,60851
48398,60895
48438,61020
48459,59673
48462,59665
42903,59675
48474,59644
52296,60963
425594,425595
426964,59563
426957,426958
462226,462227
480429,482885
480419,480706
55794,68312
58519,485818
50627,70255
58770,72134
50504,70850
50503,70855
45909,485811
46613,73712
463620,463621
485744,485745
485768,485779
485760,485761
45376,71047
58917,71078
485723,424527
485721,485722
485557,485712
462040,412739
53367,63750
54740,64399
47795,479911
52407,68434
52691,68754
42252,68654
52432,68616
52668,68890
52679,68188
52667,68810
52693,68601
48836,68905
52439,68549
52497,68985
52529,69061
52545,68741
52553,69376
52747,68897
52727,68746
52651,69195
51316,69013
52544,68767
412389,412707
52620,68729
479656,479657
479647,479648
52685,68807
52650,69181
52599,68626
48835,69025
52531,69059
55971,68719
48813,69144
52473,69430
57037,69109
52728,68736
47449,68930
52405,68768
52431,68602
58445,73780
52494,73758
58446,73781
52485,68676
53123,70135
42505,70325
53114,417845
53088,69954
48826,68992
52490,69008
52665,68825
52572,68836
52617,68673
42708,68603
52537,68827
52657,68765
52571,69018
57549,69124
57034,69004
479678,478180
52568,69134
57246,63397
52831,62831
462774,62786
52858,63015
52800,62659
424611,424612
44700,66086
53100,70002
53095,69817
53131,69851
43437,69894
53125,69580
46037,69613
427576,69989
53113,69692
427579,427580
53109,63410
47737,73856
53104,69574
47058,69569
59349,69931
53089,70095
53092,69726
47741,70057
53087,69937
53085,70025
46029,69693
484530,485471
477961,477962
485095,485314
480689,484375
473506,64341
46591,71422
53247,65746
421830,421831
58468,70229
45653,71714
58099,73336
58211,71364
46297,69798
58935,72622
50788,70350
53526,62188
462791,70763
419029,483591
55773,68380
54929,70032
57157,65903
413570,413568
43947,67098
56830,67294
54492,65847
473109,65048
47958,69450
58754,71007
42358,70793
45946,70158
42335,73878
45920,70261
57255,71733
47507,66295
58480,69943
46070,72187
46017,73914
59011,70203
47430,69789
58713,73996
45951,70088
58322,71958
50690,72409
52379,415640
51151,65095
50671,70966
46083,72254
46542,71812
51631,69988
54696,70751
46621,70930
46370,70565
45192,423140
43616,66099
45712,70269
44583,71637
45655,71738
45546,71525
45499,71461
55940,68122
45225,71625
45607,71915
43958,66922
59150,74221
58853,72204
52309,66161
416612,416613
58101,62179
51306,70336
45049,70143
44637,71654
43674,71693
43643,70452
470553,71492
45450,71275
45456,71163
45392,71125
44501,71081
44508,70657
464028,464029
43138,71359
470519,71359
473458,72285
44532,71591
44860,72358
45617,71911
44829,71144
45315,71041
44133,71815
42265,71158
45267,73651
44521,71989
42210,71419
42545,70648
44051,70488
58728,71607
45222,73650
44066,70426
45097,73622
42369,71906
43411,71001
42237,71337
44050,70671
42962,71485
42414,71351
42280,71426
44515,478883
44210,71350
479056,71557
43423,73657
42822,71930
45340,473829
42344,72039
44799,71216
45120,71202
45630,71828
45487,73661
44525,72078
44609,73640
462371,71150
43226,63044
47136,61630
46307,69625
46304,69671
46222,73482
47922,67131
46926,463843
46902,66334
47767,70686
47949,67196
42356,426280
58498,73798
47946,67169
44514,71545
43180,66491
57674,63594
51494,66977
47899,59984
47909,61926
46886,64674
43247,67604
411375,411376
45804,61826
47937,73603
47881,65994
422065,422067
47939,60115
43143,65659
43246,68918
43137,65988
43136,63523
43083,63352
43082,64741
43130,72303
47580,66798
43079,66484
43122,72652
43120,66654
43117,67920
47447,66095
43114,73605
46731,69136
43112,72073
43111,70505
47883,69487
43107,61763
45453,71229
45763,61943
43336,71142
45114,71160
45690,71187
55245,61979
44644,61932
42864,61916
52767,70000
51096,70189
50337,73020
43297,66779
422411,422412
43533,66058
59045,74134
59039,74128
59037,74126
55088,66771
44961,66902
54023,64751
42673,67161
478386,478387
422522,422826
413540,66947
54037,64681
53987,65433
43308,67080
54324,66057
54325,66895
46978,65838
58166,70066
58375,71691
50231,69922
47706,482756
50770,70417
57281,71939
44171,66596
46486,66148
54167,66418
54460,65727
54443,65683
58642,73925
54456,65933
54438,65751
54452,66115
54429,65510
43791,72403
54459,65996
54437,66320
54441,65574
54484,65809
54439,65946
54502,65540
415298,415299
54478,65905
54440,66066
54400,66246
54436,66253
54476,481668
54464,65525
57251,71665
57586,65003
421356,421357
50221,69924
55922,68372
55758,70651
424567,424568
57204,66175
57208,66366
57170,65516
53271,67026
53282,66466
59132,74208
42306,66305
58305,66348
56629,65367
57168,66617
57566,65678
56660,65321
53236,64634
45306,412436
45309,479957
58541,479957
473745,71202
57167,66595
46976,420955
57176,66610
57141,65942
57108,65355
57171,479310
57991,65496
51166,65639
57001,65376
44792,65744
44547,65696
57207,66716
58982,74093
56961,65495
46947,421034
53261,66722
53254,66674
53249,66674
417706,65767
45611,71878
55961,68606
52306,66290
52305,66264
55635,61813
55535,62002
55614,61875
55610,62044
58130,61936
55574,61823
58129,62197
55256,61927
45801,61879
56827,67246
56801,67301
56767,67070
59199,74259
56815,67117
416896,66987
56781,67293
56898,67287
416963,416964
56823,67370
56834,67346
56862,67087
59203,74262
56879,67360
416933,67066
42912,67309
56770,67034
482373,482374
56923,67084
56894,67137
56808,66949
56915,67095
56777,67201
56806,67145
56888,67191
416839,416840
416987,67361
462468,417121
416904,416905
56897,67118
56856,67380
416798,67082
58663,73951
56986,65778
417724,417725
57003,65554
56998,65733
417686,417687
57005,65657
57209,66682
57142,65955
57143,65960
46982,420940
56630,65313
56941,66918
53260,66852
53266,66701
53270,67059
53259,66777
53597,420949
58910,71072
463854,71139
482414,482415
45277,71037
58542,73821
58093,72021
45895,479898
477227,477228
416568,416569
416566,63270
416628,62773
416630,62925
416649,416650
416622,425950
421834,421835
58076,71826
53538,62257
45144,480990
58582,71178
47494,422497
52114,65453
51116,65295
46001,69859
46407,69704
57481,70298
55645,70501
52375,70270
52376,412692
50343,73025
46016,69769
45881,70532
426449,426450
421884,421885
50321,71916
46099,72643
46133,72569
46124,72600
57540,71862
58906,70894
57958,70844
479116,480357
50528,70807
50753,72193
45221,71626
45338,70985
45297,70667
45448,71250
45423,71200
45578,71984
45561,73849
45524,71547
43513,415526
45123,71251
45699,480748
53530,62314
53566,62264
53584,62200
53590,62195
463732,463733
58946,420234
427551,427552
426126,74056
55894,68570
55784,68138
55991,68223
53559,62309
55830,68392
47265,68217
47319,68542
55768,68560
55795,68236
55874,68720
55885,68368
55802,68447
55807,68248
55806,68361
55809,68378
55819,68055
55823,68108
55989,68100
55997,68243
55901,68130
55920,68398
55923,68353
55931,68275
55939,68479
55951,68264
55956,68291
53458,62464
425501,425502
51827,62572
51797,67465
51826,62576
51799,62046
51790,67387
51913,62129
48571,64079
48591,64108
46692,63965
488458,61975
482765,482818
488448,488449
427166,70729
47792,64369
42199,64448
54665,64245
42610,479942
49908,61567
49914,61469
49922,61562
49927,61686
49928,61683
49942,61718
49944,61758
49949,61756
486811,70163
486823,425723
486817,70009
488306,73603
473350,72421
473731,71977
54419,66592
58536,71799
55636,61855
52605,68661
49234,67992
49388,67739
49332,67881
480310,72078
49545,67954
462306,462307
48846,61680
48844,61643
55563,61951
55571,61968
55591,62017
55549,61847
55553,61822
55558,62079
44972,62082
55629,61882
55632,425773
55639,61901
42454,481659
487790,487791
57123,66407
55085,66705
53996,64996
487153,487154
46192,73403
46185,72616
46526,72568
57348,73399
57345,73401
57371,72728
42185,72733
47657,61547
46883,64456
46873,64435
54760,64467
54779,64447
54783,64426
54700,64443
54710,64505
54720,64412
54735,64413
54737,64426
45592,72428
49420,67991
53591,62207
45301,71572
47318,68509
55775,67948
53493,62372
53560,62303
53505,62426
53509,62388
53517,62251
53534,62310
479851,73596
58958,74081
58589,412553
412576,412577
412580,412601
56004,68406
411501,411502
411473,411474
411452,411453
47938,73754
59049,74138
473539,61423
59202,70396
44300,70049
42430,63706
50681,72355
50685,72365
46345,72414
462778,69212
44681,72633
48434,60706
50483,72382
58782,69577
47694,69888
50036,59458
51706,59863
42247,72474
44951,74162
42623,72745
51762,72732
50562,72558
44932,71371
473457,70596
488644,491390
479023,69656
479020,69742
473575,71511
492428,71971
415736,422285
418843,67037
51963,69585
419904,419905
48086,69608
48071,69673
46296,69781
51965,69579
58106,69642
49581,67234
473858,68129
47298,68449
55513,73405
473091,65485
50169,64873
463901,70522
49981,59473
58812,415737
473072,66672
473356,67065
53634,67267
53656,67150
49074,66553
50067,66942
419362,419363
49569,67181
58295,68028
52171,67959
51106,68025
46916,425775
46913,65632
54012,65330
54043,66411
54048,66371
42285,63759
42485,66399
421004,487069
54640,64878
473546,63812
58858,74020
463469,59633
480841,480842
58314,64679
47819,65925
